Real cluster_data[] = {
// mass [M_sun]  total_SF [M_sun]  r [kpc]  phi [rad]  z [kpc],
2.78907e+04,2.78907e+04,1.50833e+00,4.51949e+00,9.88603e-03,
4.22456e+05,4.50346e+05,9.85119e-01,8.24003e-01,6.87070e-03,
1.28186e+06,1.73220e+06,1.99566e+00,3.30235e+00,7.58090e-04,
1.93795e+04,1.75158e+06,2.14521e-01,2.80827e+00,6.15337e-03,
1.29204e+06,3.04363e+06,5.24126e-01,7.35886e-01,3.06242e-03,
2.25825e+04,3.06621e+06,2.23129e-01,5.62517e+00,2.62150e-03,
1.21576e+06,4.28197e+06,6.49368e-01,5.72907e+00,1.93640e-03,
1.67549e+06,5.95746e+06,2.20915e+00,4.96366e+00,3.52450e-03,
2.53143e+04,5.98278e+06,2.12051e+00,3.24672e+00,8.87663e-03,
3.43764e+04,6.01715e+06,2.02516e+00,1.18575e-02,1.46436e-03,
1.42873e+06,7.44589e+06,7.59025e-01,4.21811e+00,4.34166e-03,
9.26149e+04,7.53850e+06,2.37738e-01,1.63712e+00,8.89075e-03,
2.63723e+05,7.80222e+06,8.87972e-01,5.83753e+00,7.46373e-03,
1.75718e+04,7.81980e+06,1.77577e+00,3.31615e+00,4.65105e-03,
1.13599e+06,8.95578e+06,4.30630e-01,5.87497e+00,4.57450e-03,
3.37533e+05,9.29331e+06,4.19183e-01,2.22941e+00,2.05829e-03,
2.70143e+05,9.56346e+06,1.30321e-01,1.56198e+00,5.91258e-03,
5.36559e+04,9.61711e+06,9.74686e-01,2.30150e+00,4.74617e-03,
2.53793e+05,9.87091e+06,3.23064e-01,4.46099e+00,4.10460e-03,
1.50233e+05,1.00211e+07,2.66084e+00,2.40854e-01,6.25933e-03,
1.62847e+06,1.16496e+07,3.36208e-01,5.07149e+00,1.77358e-03,
1.63621e+05,1.18132e+07,4.98233e-01,2.34033e-02,6.76650e-03,
2.82916e+06,1.46424e+07,2.86819e-01,2.39056e+00,4.78075e-03,
2.01784e+05,1.48442e+07,3.57500e-01,3.05526e-01,3.85426e-03,
1.91902e+06,1.67632e+07,1.38827e+00,3.07750e+00,6.38660e-03,
7.59373e+04,1.68391e+07,5.61739e-02,2.32224e+00,5.69569e-03,
1.85435e+06,1.86935e+07,9.12297e-01,5.40253e+00,7.61128e-03,
1.90310e+05,1.88838e+07,1.77642e+00,5.42939e+00,9.60957e-03,
1.22786e+05,1.90066e+07,8.31937e-01,3.48324e+00,6.31371e-03,
1.88316e+06,2.08897e+07,1.38340e+00,3.72792e+00,4.67667e-03,
1.27060e+05,2.10168e+07,5.52964e-01,4.69063e+00,5.95558e-03,
4.22518e+04,2.10591e+07,7.62720e-01,3.63271e+00,7.98024e-04,
4.99283e+04,2.11090e+07,1.75847e-01,3.20995e+00,7.26061e-03,
5.24508e+04,2.11614e+07,5.52936e-01,1.14423e+00,6.07811e-03,
1.46763e+04,2.11761e+07,1.36164e+00,2.26694e+00,9.01035e-03,
1.67898e+04,2.11929e+07,7.16940e-01,3.15254e+00,2.10878e-04,
2.13486e+05,2.14064e+07,9.78163e-01,1.01021e+00,7.08435e-03,
8.83043e+05,2.22894e+07,4.60019e-01,2.32921e+00,3.41309e-03,
7.33590e+04,2.23628e+07,3.47373e-01,4.92336e+00,8.34185e-03,
4.24602e+06,2.66088e+07,2.31693e+00,4.82821e+00,7.93382e-03,
7.81625e+05,2.73904e+07,9.58098e-01,6.04120e+00,6.62459e-03,
1.50924e+05,2.75414e+07,7.11196e-01,2.73917e+00,9.55036e-03,
6.59565e+04,2.76073e+07,2.05896e+00,2.96429e+00,4.07931e-03,
5.54821e+04,2.76628e+07,1.03362e+00,2.59788e+00,7.69810e-03,
5.53882e+04,2.77182e+07,7.78503e-01,5.78646e+00,9.31984e-03,
1.62128e+06,2.93395e+07,9.31959e-01,4.72535e+00,4.40520e-03,
5.93755e+04,2.93988e+07,1.30302e+00,6.24837e+00,1.94750e-03,
1.05862e+05,2.95047e+07,1.35558e+00,6.07559e+00,6.33011e-03,
5.80579e+05,3.00853e+07,6.76619e-01,5.17789e+00,8.78571e-03,
1.01664e+04,3.00955e+07,1.06943e+00,4.64965e+00,9.56733e-03,
6.15090e+05,3.07105e+07,1.04104e+00,4.66936e+00,4.03117e-03,
2.65657e+06,3.33671e+07,1.86147e+00,5.32143e+00,5.39289e-03,
1.19171e+04,3.33790e+07,1.55651e+00,4.98001e-01,9.96257e-03,
1.13152e+05,3.34922e+07,4.56678e-01,1.42990e+00,4.76982e-03,
1.28210e+05,3.36204e+07,8.59709e-01,5.77938e+00,6.58069e-03,
